Date Changed,Rate,LastDateOfEachMonth,,Date,Monthly_rate,Gross Return,Net Return,Days_in_month
,,,,2021-10-31,1.00008489267256,1.00000273836083,2.7383608263154E-06,31
,,,,2021-09-30,1.00008215408677,0.999997261646672,-2.73835332775807E-06,30
,,,,2021-08-31,1.00008489267256,1.00000273836083,2.7383608263154E-06,31
,,,,2021-07-31,1.00008489267256,1,0,31
,,,,2021-06-30,1.00008215408677,0.999997261646672,-2.73835332775807E-06,30
,,,,2021-05-31,1.00008489267256,1.00000273836083,2.7383608263154E-06,31
,,,,2021-04-30,1.00008215408677,0.999997261646672,-2.73835332775807E-06,30
,,,,2021-03-31,1.00008489267256,1.00000273836083,2.7383608263154E-06,31
,,,,2021-02-28,1.00007667693768,0.999991784962513,-8.21503748726915E-06,28
,,,,2021-01-31,1.00008489267256,1.00000821510497,8.21510497472922E-06,31
,,,,2020-12-31,1.00008489267256,1,0,31
,,,,2020-11-30,1.00008215408677,0.999997261646672,-2.73835332775807E-06,30
,,,,2020-10-31,1.00008489267256,1.00000273836083,2.7383608263154E-06,31
,,,,2020-09-30,1.00008215408677,0.999997261646672,-2.73835332775807E-06,30
,,,,2020-08-31,1.00008489267256,1.00000273836083,2.7383608263154E-06,31
,,,,2020-07-31,1.00008489267256,1,0,31
,,,,2020-06-30,1.00008215408677,0.999997261646672,-2.73835332775807E-06,30
,,,,2020-05-31,1.00008489267256,1.00000273836083,2.7383608263154E-06,31
,,,,2020-04-30,1.00008215408677,0.999997261646672,-2.73835332775807E-06,30
,,,,2020-03-31,1.00029918467605,1.00021701276079,0.000217012760791224,31
,,,,2020-02-29,1.00059384318748,1.00029457038049,0.000294570380489967,29
,,,,2020-01-31,1.00063481088665,1.00004094338522,4.09433852188723E-05,31
,,,,2019-12-31,1.00063481088665,1,0,31
,,,,2019-11-30,1.0006143268274,0.999979528936004,-2.04710639956085E-05,30
,,,,2019-10-31,1.00063481088665,1.00002047148307,2.0471483068718E-05,31
,,,,2019-09-30,1.0006143268274,0.999979528936004,-2.04710639956085E-05,30
,,,,2019-08-31,1.00063481088665,1.00002047148307,2.0471483068718E-05,31
,,,,2019-07-31,1.00063481088665,1,0,31
,,,,2019-06-30,1.0006143268274,0.999979528936004,-2.04710639956085E-05,30
,,,,2019-05-31,1.00063481088665,1.00002047148307,2.0471483068718E-05,31
,,,,2019-04-30,1.0006143268274,0.999979528936004,-2.04710639956085E-05,30
,,,,2019-03-31,1.00063481088665,1.00002047148307,2.0471483068718E-05,31
,,,,2019-02-28,1.00057335996688,0.999938588065198,-6.14119348021358E-05,28
,,,,2019-01-31,1.00063481088665,1.00006141570646,6.14157064595666E-05,31
,,,,2018-12-31,1.00063481088665,1,0,31
,,,,2018-11-30,1.0006143268274,0.999979528936004,-2.04710639956085E-05,30
,,,,2018-10-31,1.00063481088665,1.00002047148307,2.0471483068718E-05,31
,,,,2018-09-30,1.0006143268274,0.999979528936004,-2.04710639956085E-05,30
,,,,2018-08-31,1.00019531148419,0.999581241911119,-0.000418758088881144,31
,,,,2018-07-31,1.0041524196648,1.00395633546286,0.00395633546285534,31
,,,,2018-06-30,1.00401820189198,0.999866337251005,-0.000133662748994734,30
,,,,2018-05-31,1.0041524196648,1.00013368061711,0.000133680617113496,31
,,,,2018-04-30,1.00401820189198,0.999866337251005,-0.000133662748994734,30
,,,,2018-03-31,1.0041524196648,1.00013368061711,0.000133680617113496,31
,,,,2018-02-28,1.00374982016368,0.999599065347819,-0.000400934652180718,28
,,,,2018-01-31,1.0041524196648,1.00040109546525,0.000401095465251577,31
,,,,2017-12-31,1.0041524196648,1,0,31
,,,,2017-11-30,1.00004040176123,0.995904986311803,-0.0040950136881972,30
,,,,2017-10-31,1.00002123044841,0.999980829461698,-1.91705383021379E-05,31
,,,,2017-09-30,1.0000205455882,0.99999931515433,-6.84845670062551E-07,30
,,,,2017-08-31,1.00002123044841,1.00000068484614,6.84846139131778E-07,31
,,,,2017-07-31,1.00002123044841,1,0,31
,,,,2017-06-30,1.0000205455882,0.99999931515433,-6.84845670062551E-07,30
,,,,2017-05-31,1.00002123044841,1.00000068484614,6.84846139131778E-07,31
,,,,2017-04-30,1.0000205455882,0.99999931515433,-6.84845670062551E-07,30
,,,,2017-03-31,1.00002123044841,1.00000068484614,6.84846139131778E-07,31
,,,,2017-02-28,1.00001917586919,0.999997945464397,-2.05453560342406E-06,28
,,,,2017-01-31,1.00002123044841,1.00000205453982,2.054539824492E-06,31
,,,,2016-12-31,1.00002123044841,1,0,31
,,,,2016-11-30,1.0000205455882,0.99999931515433,-6.84845670062551E-07,30
,,,,2016-10-31,1.00002123044841,1.00000068484614,6.84846139131778E-07,31
,,,,2016-09-30,1.00020524408971,1.00018400973469,0.000184009734690571,30
,,,,2016-08-31,1.00023256202491,1.00002731232951,2.73123295118083E-05,31
,,,,2016-07-31,1.00042368914691,1.00019108268342,0.000191082683419053,31
,,,,2016-06-30,1.00041001895352,0.999986335596068,-1.36644039318012E-05,30
,,,,2016-05-31,1.00042368914691,1.00001366459065,1.36645906503308E-05,31
,,,,2016-04-30,1.00041001895352,0.999986335596068,-1.36644039318012E-05,30
,,,,2016-03-31,1.00042368914691,1.00001366459065,1.36645906503308E-05,31
,,,,2016-02-29,1.00039634894692,0.999972671378853,-2.73286211475154E-05,29
,,,,2016-01-31,1.00042368914691,1.00002732936802,2.73293680215225E-05,31
,,,,2015-12-31,1.00042368914691,1,0,31
,,,,2015-11-30,1.00041001895352,0.999986335596068,-1.36644039318012E-05,30
,,,,2015-10-31,1.00042368914691,1.00001366459065,1.36645906503308E-05,31
,,,,2015-09-30,1.00041001895352,0.999986335596068,-1.36644039318012E-05,30
,,,,2015-08-31,1.00042368914691,1.00001366459065,1.36645906503308E-05,31
,,,,2015-07-31,1.00042368914691,1,0,31
,,,,2015-06-30,1.00041001895352,0.999986335596068,-1.36644039318012E-05,30
,,,,2015-05-31,1.00042368914691,1.00001366459065,1.36645906503308E-05,31
,,,,2015-04-30,1.00041001895352,0.999986335596068,-1.36644039318012E-05,30
,,,,2015-03-31,1.00042368914691,1.00001366459065,1.36645906503308E-05,31
,,,,2015-02-28,1.00038267912712,0.99995900734835,-4.09926516500292E-05,28
,,,,2015-01-31,1.00042368914691,1.00004099433212,4.09943321164619E-05,31
,,,,2014-12-31,1.00042368914691,1,0,31
,,,,2014-11-30,1.00041001895352,0.999986335596068,-1.36644039318012E-05,30
,,,,2014-10-31,1.00042368914691,1.00001366459065,1.36645906503308E-05,31
,,,,2014-09-30,1.00041001895352,0.999986335596068,-1.36644039318012E-05,30
,,,,2014-08-31,1.00042368914691,1.00001366459065,1.36645906503308E-05,31
,,,,2014-07-31,1.00042368914691,1,0,31
,,,,2014-06-30,1.00041001895352,0.999986335596068,-1.36644039318012E-05,30
,,,,2014-05-31,1.00042368914691,1.00001366459065,1.36645906503308E-05,31
,,,,2014-04-30,1.00041001895352,0.999986335596068,-1.36644039318012E-05,30
,,,,2014-03-31,1.00042368914691,1.00001366459065,1.36645906503308E-05,31
,,,,2014-02-28,1.00038267912712,0.99995900734835,-4.09926516500292E-05,28
,,,,2014-01-31,1.00042368914691,1.00004099433212,4.09943321164619E-05,31
,,,,2013-12-31,1.00042368914691,1,0,31
,,,,2013-11-30,1.00041001895352,0.999986335596068,-1.36644039318012E-05,30
,,,,2013-10-31,1.00042368914691,1.00001366459065,1.36645906503308E-05,31
,,,,2013-09-30,1.00041001895352,0.999986335596068,-1.36644039318012E-05,30
,,,,2013-08-31,1.00042368914691,1.00001366459065,1.36645906503308E-05,31
,,,,2013-07-31,1.00042368914691,1,0,31
,,,,2013-06-30,1.00041001895352,0.999986335596068,-1.36644039318012E-05,30
,,,,2013-05-31,1.00042368914691,1.00001366459065,1.36645906503308E-05,31
,,,,2013-04-30,1.00041001895352,0.999986335596068,-1.36644039318012E-05,30
,,,,2013-03-31,1.00042368914691,1.00001366459065,1.36645906503308E-05,31
,,,,2013-02-28,1.00038267912712,0.99995900734835,-4.09926516500292E-05,28
,,,,2013-01-31,1.00042368914691,1.00004099433212,4.09943321164619E-05,31
,,,,2012-12-31,1.00042368914691,1,0,31
,,,,2012-11-30,1.00041001895352,0.999986335596068,-1.36644039318012E-05,30
,,,,2012-10-31,1.00042368914691,1.00001366459065,1.36645906503308E-05,31
,,,,2012-09-30,1.00041001895352,0.999986335596068,-1.36644039318012E-05,30
,,,,2012-08-31,1.00042368914691,1.00001366459065,1.36645906503308E-05,31
,,,,2012-07-31,1.00042368914691,1,0,31
,,,,2012-06-30,1.00041001895352,0.999986335596068,-1.36644039318012E-05,30
,,,,2012-05-31,1.00042368914691,1.00001366459065,1.36645906503308E-05,31
,,,,2012-04-30,1.00041001895352,0.999986335596068,-1.36644039318012E-05,30
,,,,2012-03-31,1.00042368914691,1.00001366459065,1.36645906503308E-05,31
,,,,2012-02-29,1.00039634894692,0.999972671378853,-2.73286211475154E-05,29
,,,,2012-01-31,1.00042368914691,1.00002732936802,2.73293680215225E-05,31
,,,,2011-12-31,1.00042368914691,1,0,31
,,,,2011-11-30,1.00041001895352,0.999986335596068,-1.36644039318012E-05,30
,,,,2011-10-31,1.00042368914691,1.00001366459065,1.36645906503308E-05,31
,,,,2011-09-30,1.00041001895352,0.999986335596068,-1.36644039318012E-05,30
,,,,2011-08-31,1.00042368914691,1.00001366459065,1.36645906503308E-05,31
,,,,2011-07-31,1.00042368914691,1,0,31
,,,,2011-06-30,1.00041001895352,0.999986335596068,-1.36644039318012E-05,30
,,,,2011-05-31,1.00042368914691,1.00001366459065,1.36645906503308E-05,31
,,,,2011-04-30,1.00041001895352,0.999986335596068,-1.36644039318012E-05,30
,,,,2011-03-31,1.00042368914691,1.00001366459065,1.36645906503308E-05,31
,,,,2011-02-28,1.00038267912712,0.99995900734835,-4.09926516500292E-05,28
,,,,2011-01-31,1.00042368914691,1.00004099433212,4.09943321164619E-05,31
,,,,2010-12-31,1.00042368914691,1,0,31
,,,,2010-11-30,1.00041001895352,0.999986335596068,-1.36644039318012E-05,30
